43.58055667,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58055333,141.999685
43.58054667,141.99969
43.58056667,141.9997567
43.58044667,141.9999083
43.580415,142.000035
43.580315,142.000125
43.58021333,142.0002767
43.58013667,142.0003833
43.58,142.0005167
43.57985333,142.0005617
43.57970333,142.00063
43.57961833,142.0006633
43.57958,142.00062
43.57958833,142.000585
43.57959167,142.0005583
43.579595,142.0005417
43.57959,142.00053
43.57959167,142.000515
43.57959667,142.0004883
43.57961167,142.0004517
43.57962667,142.000415
43.57963333,142.0003867
43.57963667,142.0003633
43.57963,142.0003483
43.57962833,142.0003283
43.57962667,142.0003083
43.57963,142.0002833
43.57963333,142.0002533
43.57964167,142.0002283
43.57964667,142.0002117
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57965,142.0002033
43.57966167,142.0001883
43.579655,142.0001717
43.57964667,142.00015
43.57964,142.0001283
43.57962833,142.0001033
43.57961667,142.00008
43.57960333,142.000055
43.57959833,142.000045
43.57958333,142.00002
43.57957,141.9999933
43.57955667,141.99997
43.579545,141.99995
43.579535,141.9999283
43.57952333,141.9999
43.57950667,141.9998717
43.57949167,141.9998467
43.57947667,141.9998233
43.57946167,141.9997967
43.57944333,141.9997733
43.57942833,141.9997533
43.57941333,141.9997317
43.57939667,141.9997067
43.57937833,141.9996883
43.57935333,141.99967
43.57933167,141.99965
43.57931333,141.9996317
43.57930167,141.9996133
43.57929833,141.9995917
43.57928833,141.9995767
43.57928,141.999575
43.57928167,141.999575
43.57928167,141.999575
43.57928167,141.999575
43.57928167,141.999575
43.57928167,141.999575
43.57928167,141.999575
