14159.9737	4334.7589
14159.9737	4334.759
14159.9737	4334.7592
14159.9729	4334.7602
14159.9724	4334.7611
14159.9721	4334.7622
14159.972	4334.7634
14159.9719	4334.7646
14159.9718	4334.7659
14159.972	4334.7673
14159.9722	4334.7687
14159.9723	4334.7712
14159.9722	4334.7725
14159.9721	4334.7739
14159.9722	4334.7752
14159.9729	4334.7764
14159.9736	4334.7792
14159.9737	4334.7803
14159.9737	4334.7812
14159.9737	4334.7816
14159.9737	4334.7826
14159.9736	4334.784
14159.9737	4334.7854
14159.9738	4334.7866
14159.9738	4334.7879
14159.9739	4334.7893
14159.9741	4334.7907
14159.9743	4334.792
14159.9745	4334.7936
14159.9742	4334.795
14159.9736	4334.7966
14159.973	4334.7981
14159.9722	4334.7997
14159.9718	4334.8012
14159.9715	4334.8028
14159.9719	4334.8041
14159.9732	4334.8054
14159.9746	4334.8066
14159.9764	4334.8077
14159.9784	4334.8088
14159.9806	4334.8094
14159.9828	4334.8102
14159.9846	4334.8152
14159.9847	4334.8173
14159.9848	4334.8192
14159.9847	4334.8189
14159.9843	4334.8207
14159.9835	4334.8228
14159.9826	4334.8252
14159.9811	4334.8299
14159.9807	4334.8319
14159.9808	4334.8341
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.9809	4334.8339
14159.981	4334.8351
14159.9811	4334.8342
14159.9811	4334.8334
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14159.9811	4334.8332
14200.0005	4334.7584
14159.9991	4334.7565
14159.9758	4334.7591
14159.975	4334.7592
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9746	4334.7589
14159.9739	4334.7532
14159.9774	4334.7671
14159.9774	4334.7671
14159.9774	4334.7671
14159.9774	4334.7671
14159.9774	4334.7671
14159.9774	4334.7671
14159.9739	4334.7613
14159.9743	4334.7618
14159.9752	4334.7623
14159.9754	4334.7621
14159.9754	4334.7621
14159.9759	4334.7624
14159.9762	4334.763
14159.9767	4334.7639
14159.9775	4334.7646
14159.9781	4334.7654
14159.9784	4334.7656
14159.9788	4334.7661
14159.9794	4334.7667
14159.9815	4334.7705
14159.9818	4334.7708
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9843	4334.7725
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9846	4334.7724
14159.9798	4334.7724
14159.9838	4334.7745
14159.9872	4334.775
14159.9895	4334.7759
14159.991	4334.7754
14159.9912	4334.7744
14159.9914	4334.7745
14159.9898	4334.7761
14159.9881	4334.7771
14159.9875	4334.7772
14159.9861	4334.7759
14159.9861	4334.7759
14159.9861	4334.7759
14159.9861	4334.7759
14159.9835	4334.7795
14159.9833	4334.781
14159.983	4334.7823
14159.983	4334.7834
14159.9832	4334.7833
14159.9832	4334.7833
14159.9817	4334.7816
14159.9806	4334.7804
14159.9795	4334.7792
14159.9785	4334.778
14159.9777	4334.7767
14159.9772	4334.7755
14159.9771	4334.7742
14159.9773	4334.7729
14159.9778	4334.7717
14159.9787	4334.7704
14159.9791	4334.769
14159.9794	4334.7675
14159.9803	4334.7664
14159.9815	4334.7657
14159.9825	4334.7653
14159.9825	4334.7653
14159.9825	4334.7648
14159.982	4334.7641
14159.9811	4334.7632
14159.98	4334.7623
14159.9789	4334.7613
14159.9778	4334.76
14159.9765	4334.759
14159.9754	4334.7582
14159.9747	4334.7576
14159.9738	4334.7573
14159.9737	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
14159.9736	4334.7573
